title_year,country,duration,content_rating,budget,facenumber_in_poster,director_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,imdb_score
2006.0,USA,112.0,PG-13,45000000.0,1.0,61.0,3757,0,6.4
1994.0,USA,111.0,PG-13,45000000.0,1.0,161.0,12161,0,6.3
1995.0,USA,96.0,PG,45000000.0,1.0,0.0,2965,0,5.9
2012.0,USA,141.0,R,45000000.0,4.0,0.0,1948,28000,6.5
2004.0,USA,94.0,PG-13,25000000.0,1.0,160.0,1102,2000,6.5
2003.0,UK,87.0,PG,35000000.0,1.0,29.0,1461,2000,6.1
2006.0,USA,88.0,PG,50000000.0,1.0,8.0,33822,593,5.9
1984.0,USA,177.0,PG-13,40000000.0,3.0,0.0,2449,11000,6.6
2007.0,USA,133.0,PG-13,45000000.0,0.0,278.0,5405,14000,7.4
2008.0,USA,119.0,R,35000000.0,0.0,0.0,53895,0,7.3
2006.0,Germany,102.0,PG-13,52000000.0,2.0,503.0,15053,0,6.6
2008.0,France,101.0,PG-13,70000000.0,0.0,326.0,15990,0,5.6
1996.0,USA,91.0,R,45000000.0,1.0,29.0,3855,451,5.3
1996.0,USA,117.0,PG-13,45000000.0,0.0,11000.0,2348,0,6.0
2009.0,USA,86.0,PG,45000000.0,3.0,13.0,3423,916,5.4
2001.0,USA,124.0,R,45000000.0,0.0,0.0,793,0,6.8
2005.0,USA,134.0,PG-13,45000000.0,3.0,38.0,24351,0,6.4
2012.0,UK,95.0,R,35000000.0,0.0,38.0,578,46000,7.1
1996.0,Australia,100.0,PG,45000000.0,0.0,23.0,3855,0,4.9
2000.0,USA,220.0,PG-13,57000000.0,2.0,0.0,15006,652,5.8
1995.0,USA,212.0,R,50000000.0,0.0,0.0,21130,915,7.1
2010.0,France,128.0,PG-13,45000000.0,2.0,2000.0,2507,15000,7.2
1998.0,USA,106.0,R,45000000.0,0.0,208.0,6558,0,6.0
2008.0,USA,160.0,R,45000000.0,0.0,0.0,26982,0,6.0
2006.0,China,114.0,R,45000000.0,2.0,611.0,949,0,7.0
2008.0,USA,99.0,R,40000000.0,1.0,15.0,12166,0,5.4
2002.0,USA,74.0,PG-13,40000000.0,2.0,188.0,13917,892,6.5
2007.0,USA,139.0,R,45000000.0,0.0,179.0,538,0,6.4
1997.0,USA,103.0,R,45000000.0,2.0,170.0,2457,68,4.9
2011.0,USA,101.0,PG,45000000.0,1.0,32.0,661,17000,6.3
2012.0,USA,91.0,PG,65000000.0,0.0,11.0,3090,0,1.7
2012.0,USA,130.0,R,44500000.0,1.0,0.0,3133,89000,7.7
1993.0,USA,130.0,PG-13,44000000.0,1.0,99.0,13357,0,7.8
2010.0,USA,110.0,PG-13,40000000.0,1.0,72.0,21554,0,5.5
1996.0,USA,147.0,R,44000000.0,3.0,272.0,37076,0,7.5
1985.0,USA,96.0,R,44000000.0,0.0,170.0,15662,0,6.4
1996.0,USA,118.0,R,44000000.0,1.0,13.0,26907,353,5.6
1980.0,USA,325.0,R,44000000.0,0.0,517.0,14255,1000,6.8
2006.0,USA,102.0,R,50000000.0,1.0,235.0,2998,0,6.8
2000.0,USA,136.0,PG-13,43000000.0,1.0,835.0,1801,0,7.3
2000.0,USA,103.0,PG-13,43000000.0,1.0,84.0,23864,0,6.0
2005.0,France,103.0,R,45000000.0,1.0,255.0,22383,0,7.0
2002.0,USA,90.0,R,43000000.0,3.0,16.0,132,0,5.1
1993.0,USA,154.0,R,42000000.0,0.0,521.0,14244,0,6.8
2010.0,USA,99.0,PG-13,44000000.0,1.0,23.0,1066,0,6.5
2011.0,USA,93.0,R,40000000.0,0.0,165.0,27834,16000,6.6
2012.0,USA,109.0,R,42000000.0,2.0,97.0,19968,39000,7.2
1999.0,UK,124.0,PG-13,42000000.0,1.0,50.0,9255,11000,7.0
2000.0,UK,84.0,G,45000000.0,0.0,91.0,1817,0,7.0
2004.0,USA,90.0,PG-13,42000000.0,1.0,29.0,24534,0,5.9
1992.0,USA,117.0,R,40000000.0,1.0,71.0,3841,0,5.4
2013.0,USA,123.0,R,43000000.0,7.0,176.0,4825,24000,6.6
2012.0,USA,105.0,PG,42000000.0,2.0,153.0,6727,17000,6.5
2002.0,USA,115.0,PG-13,42000000.0,1.0,73.0,15571,893,6.3
1996.0,USA,122.0,PG-13,42000000.0,0.0,0.0,13716,0,6.5
2002.0,USA,119.0,PG-13,32000000.0,0.0,89.0,1651,0,6.5
2009.0,USA,81.0,R,42000000.0,1.0,119.0,2134,0,5.8
1989.0,UK,133.0,PG-13,32000000.0,0.0,46.0,2371,0,6.6
2011.0,USA,100.0,PG-13,42000000.0,2.0,308.0,15369,20000,5.4
2001.0,USA,120.0,R,42000000.0,1.0,17.0,33585,748,6.1
1993.0,UK,104.0,PG,42000000.0,0.0,5.0,7723,0,4.0
2005.0,USA,122.0,R,50000000.0,2.0,487.0,12076,10000,7.6
2012.0,USA,91.0,PG-13,40000000.0,1.0,30.0,3301,19000,5.3
2014.0,USA,112.0,R,44000000.0,4.0,133.0,12239,50000,6.6
2010.0,New Zealand,100.0,R,45000000.0,1.0,19.0,2056,0,6.3
2009.0,France,105.0,R,27000000.0,4.0,0.0,1342,0,7.2
2002.0,USA,110.0,R,41000000.0,0.0,161.0,1954,0,7.0
2001.0,USA,144.0,PG-13,65000000.0,1.0,241.0,18761,0,6.9
2003.0,Hong Kong,108.0,PG-13,41000000.0,1.0,4.0,1134,505,5.2
1999.0,USA,107.0,PG-13,40000000.0,0.0,0.0,17540,14000,8.1
2012.0,USA,102.0,PG-13,42000000.0,6.0,20.0,362,11000,6.6
2011.0,USA,100.0,PG,41000000.0,0.0,64.0,2085,11000,6.2
1984.0,USA,126.0,PG,8000000.0,0.0,80.0,2004,0,7.2
2013.0,USA,138.0,R,40000000.0,5.0,737.0,83012,63000,7.3
2009.0,USA,108.0,PG-13,40000000.0,1.0,98.0,18656,10000,6.7
1999.0,USA,105.0,R,70000000.0,0.0,78.0,2129,0,6.4
1989.0,USA,108.0,PG,40000000.0,0.0,0.0,3660,12000,7.8
2014.0,France,89.0,R,40000000.0,0.0,0.0,32325,83000,6.4
2015.0,USA,129.0,R,40000000.0,0.0,456.0,4585,101000,4.1
2003.0,USA,84.0,PG,38000000.0,3.0,0.0,22935,681,4.1
1996.0,USA,149.0,R,40000000.0,3.0,541.0,31349,0,7.4
2003.0,USA,94.0,PG,40000000.0,15.0,189.0,7014,0,5.8
2013.0,USA,121.0,R,40000000.0,0.0,532.0,1261,58000,7.6
1992.0,USA,128.0,PG,40000000.0,3.0,545.0,16751,0,7.2
2016.0,USA,134.0,R,40000000.0,0.0,0.0,2676,40000,7.8
2010.0,USA,120.0,PG-13,40000000.0,0.0,21000.0,10555,74000,7.7
2009.0,USA,129.0,PG-13,40000000.0,7.0,42.0,318,12000,6.4
2006.0,USA,89.0,PG-13,45000000.0,8.0,119.0,5855,1000,5.1
2000.0,USA,116.0,R,40000000.0,4.0,0.0,600,0,5.5
1990.0,USA,118.0,PG,40000000.0,0.0,0.0,3986,0,7.4
2015.0,USA,107.0,R,40000000.0,2.0,164.0,12556,14000,6.0
1992.0,USA,155.0,R,40000000.0,0.0,0.0,42220,14000,7.5
2009.0,USA,123.0,PG-13,40000000.0,2.0,0.0,13321,13000,7.0
2013.0,USA,128.0,PG-13,40000000.0,0.0,241.0,16911,28000,7.5
1999.0,USA,139.0,R,40000000.0,1.0,333.0,36810,0,7.3
2014.0,USA,109.0,PG-13,35000000.0,1.0,101.0,16179,55000,5.7
2006.0,USA,120.0,PG,40000000.0,1.0,155.0,24300,11000,7.3
2015.0,USA,121.0,PG-13,35000000.0,2.0,278.0,36010,54000,7.2
2016.0,USA,102.0,PG-13,40000000.0,0.0,167.0,5178,0,5.9
1992.0,USA,117.0,R,40000000.0,1.0,0.0,2144,0,7.8
2004.0,USA,178.0,PG-13,40000000.0,0.0,138.0,5074,0,7.7
2005.0,USA,147.0,R,40000000.0,1.0,436.0,3924,13000,8.1
2008.0,USA,90.0,PG-13,40000000.0,4.0,38.0,6775,0,6.6
2009.0,USA,105.0,R,40000000.0,2.0,29.0,28928,0,7.1
2001.0,USA,114.0,PG-13,40000000.0,2.0,101.0,2842,0,5.9
1991.0,France,206.0,R,40000000.0,1.0,0.0,698,0,8.0
2006.0,USA,99.0,PG-13,40000000.0,0.0,14.0,19334,663,4.6
2001.0,USA,123.0,R,34000000.0,0.0,563.0,43917,2000,6.1
2009.0,USA,102.0,PG-13,20000000.0,1.0,23.0,7009,0,6.4
2014.0,USA,109.0,PG-13,40000000.0,2.0,415.0,2357,16000,6.0
2009.0,USA,82.0,R,40000000.0,0.0,160.0,303717,0,5.2
2015.0,USA,142.0,PG-13,40000000.0,0.0,14000.0,16944,55000,7.6
2001.0,USA,106.0,PG-13,40000000.0,2.0,212.0,2544,0,6.4
2010.0,USA,114.0,R,41114212.86969768,2.0,89.0,2091,12000,6.4
2004.0,USA,106.0,PG-13,50000000.0,2.0,23.0,2325,0,6.1
1998.0,USA,108.0,PG-13,40000000.0,0.0,287.0,8610,0,6.1
1997.0,USA,98.0,R,40000000.0,0.0,20.0,7039,0,5.2
2002.0,UK,131.0,PG-13,35000000.0,1.0,58.0,17152,0,7.7
2011.0,USA,118.0,R,40000000.0,1.0,65.0,13943,25000,7.3
2011.0,UK,113.0,PG-13,30000000.0,3.0,174.0,17152,29000,6.9
2006.0,USA,130.0,PG-13,40000000.0,1.0,22000.0,63986,49000,8.5
2014.0,USA,116.0,R,42000000.0,7.0,51.0,30571,12000,6.3
2013.0,USA,89.0,PG,40000000.0,2.0,7.0,3361,0,5.9
2006.0,USA,139.0,R,40000000.0,0.0,0.0,848,14000,7.8
1987.0,UK,130.0,PG,30000000.0,1.0,46.0,1233,0,6.7
2010.0,USA,107.0,R,40000000.0,0.0,190.0,4243,17000,6.4
1986.0,USA,116.0,PG,40000000.0,3.0,425.0,2179,263,5.9
2004.0,USA,96.0,PG-13,40000000.0,1.0,192.0,41293,0,6.6
2006.0,USA,99.0,PG,40000000.0,0.0,18.0,18693,0,6.8
2005.0,USA,104.0,PG-13,43000000.0,0.0,34.0,1274,0,6.5
2012.0,USA,105.0,PG,25000000.0,0.0,54.0,9069,11000,6.6
2008.0,USA,101.0,PG-13,40000000.0,2.0,10.0,4298,3000,5.8
2014.0,USA,134.0,R,40000000.0,1.0,16000.0,2281,16000,6.9
1997.0,USA,135.0,PG-13,40000000.0,1.0,0.0,16762,0,7.1
2003.0,USA,98.0,R,40000000.0,1.0,326.0,22318,0,5.8
1997.0,USA,155.0,R,36000000.0,2.0,14000.0,37570,0,7.2
1992.0,USA,106.0,PG-13,40000000.0,2.0,323.0,519,694,6.0
2007.0,USA,102.0,R,40000000.0,0.0,25.0,4324,0,4.7
1994.0,USA,95.0,PG,40000000.0,1.0,80.0,4634,0,5.2
2000.0,USA,103.0,PG-13,40000000.0,2.0,643.0,26938,0,5.5
2007.0,USA,95.0,PG-13,41114212.86969768,4.0,30.0,2787,0,6.5
2011.0,USA,109.0,R,40000000.0,0.0,99.0,390,42000,7.0
2012.0,USA,95.0,PG-13,40000000.0,1.0,98.0,1070,0,5.8
2011.0,USA,111.0,R,40000000.0,0.0,0.0,4486,26000,6.2
1999.0,Germany,123.0,R,40000000.0,1.0,541.0,12970,0,6.5
1991.0,USA,140.0,R,38000000.0,1.0,0.0,3044,0,7.2
2014.0,USA,94.0,R,40000000.0,2.0,52.0,1488,0,5.1
2000.0,Germany,94.0,PG-13,60000000.0,3.0,0.0,1238,390,4.7
2011.0,USA,92.0,R,40000000.0,0.0,77.0,3074,20000,5.9
1999.0,UK,102.0,PG-13,40000000.0,1.0,6.0,2913,445,5.8
2000.0,USA,123.0,PG-13,40000000.0,2.0,75.0,23920,16000,7.2
2005.0,USA,104.0,PG-13,30000000.0,1.0,101.0,1827,0,6.2
2008.0,USA,102.0,PG-13,40000000.0,1.0,65.0,3239,702,5.7
2014.0,USA,136.0,R,40000000.0,3.0,3000.0,28927,24000,6.1
1994.0,USA,93.0,PG-13,25000000.0,0.0,85.0,2711,0,6.0
2011.0,USA,129.0,PG-13,40000000.0,1.0,335.0,15595,39000,6.9
2010.0,USA,107.0,PG-13,40000000.0,0.0,50.0,621,0,6.5
2005.0,USA,117.0,R,40000000.0,0.0,260.0,3969,0,5.0
2000.0,USA,116.0,R,40000000.0,0.0,18.0,3753,470,5.7
2005.0,USA,135.0,PG-13,40000000.0,1.0,0.0,5917,3000,7.0
2000.0,USA,107.0,R,40000000.0,0.0,55.0,4565,394,5.1
1999.0,USA,90.0,PG-13,40000000.0,2.0,39.0,1335,279,5.3
1996.0,USA,99.0,PG-13,40000000.0,2.0,287.0,10469,0,4.4
2001.0,Germany,104.0,PG-13,40000000.0,0.0,0.0,2888,299,4.7
2008.0,UK,115.0,PG-13,35000000.0,3.0,56.0,77823,0,6.7
2001.0,USA,119.0,PG-13,40000000.0,1.0,7.0,29484,8000,6.7
2007.0,USA,99.0,R,40000000.0,0.0,81.0,960,0,5.7
1994.0,USA,128.0,PG-13,40000000.0,1.0,545.0,3126,680,6.1
2011.0,France,112.0,PG-13,40000000.0,0.0,118.0,3432,15000,6.4
1998.0,USA,86.0,G,40000000.0,0.0,7.0,14275,0,6.2
2002.0,USA,108.0,R,60000000.0,1.0,105.0,34377,416,6.2
1999.0,USA,128.0,PG-13,60000000.0,1.0,34.0,3821,0,5.9
2004.0,USA,84.0,PG-13,40000000.0,0.0,33.0,5039,0,4.0
1996.0,USA,111.0,R,40000000.0,2.0,17.0,17877,309,6.2
1995.0,France,131.0,NC-17,45000000.0,0.0,719.0,18913,0,4.6
2006.0,USA,123.0,PG-13,40000000.0,1.0,0.0,7243,0,6.4
1995.0,USA,101.0,R,40000000.0,3.0,58.0,14008,555,5.9
2000.0,USA,102.0,R,40000000.0,1.0,19.0,14463,604,5.1
2012.0,Spain,114.0,PG-13,45000000.0,0.0,171.0,7099,54000,7.6
1987.0,USA,107.0,PG-13,51000000.0,2.0,124.0,3374,754,4.2
2009.0,USA,87.0,PG,40000000.0,0.0,0.0,24770,15000,7.8
2002.0,USA,103.0,PG-13,40000000.0,2.0,65.0,12566,835,5.8
1992.0,USA,99.0,PG-13,40000000.0,2.0,0.0,2125,630,5.9
2001.0,France,122.0,R,77000000.0,0.0,0.0,809,39000,8.4
2004.0,USA,91.0,PG,30000000.0,1.0,29.0,3974,849,4.8
2004.0,UK,103.0,R,60000000.0,4.0,14.0,3639,0,6.2
2012.0,USA,107.0,PG,40000000.0,3.0,42.0,1702,0,6.5
1999.0,USA,106.0,PG-13,40000000.0,1.0,22.0,4327,579,6.3
2002.0,UK,101.0,R,42000000.0,1.0,37.0,4262,612,3.3
2009.0,USA,109.0,PG-13,40000000.0,3.0,80.0,20503,0,5.9
2003.0,USA,89.0,PG-13,40000000.0,0.0,0.0,3096,0,5.8
2008.0,USA,100.0,R,41114212.86969768,2.0,92.0,4103,866,6.5
1980.0,UK,119.0,PG,36000000.0,0.0,5.0,1883,328,4.7
1999.0,USA,83.0,R,24000000.0,0.0,7.0,4024,401,4.1
2009.0,Germany,108.0,R,33000000.0,0.0,22.0,14127,10000,6.8
2001.0,USA,102.0,R,40000000.0,4.0,39.0,2664,892,6.2
2002.0,UK,93.0,PG-13,40000000.0,0.0,18.0,4123,158,4.5
2001.0,France,84.0,PG-13,40000000.0,3.0,8.0,1149,565,5.8
2007.0,UK,107.0,R,26000000.0,0.0,0.0,11623,15000,7.3
2012.0,USA,91.0,PG-13,40000000.0,8.0,48.0,222,0,5.9
2008.0,USA,94.0,PG,40000000.0,1.0,0.0,2449,211,4.4
2015.0,USA,115.0,R,40000000.0,0.0,180.0,1686,0,5.8
2006.0,Germany,93.0,PG,40000000.0,3.0,13.0,15638,823,5.1
2007.0,USA,105.0,PG-13,20000000.0,0.0,154.0,2288,0,6.9
1995.0,USA,107.0,PG-13,20000000.0,1.0,34.0,13821,12000,6.2
2007.0,USA,101.0,R,25000000.0,2.0,47.0,504,0,6.9
1994.0,UK,111.0,PG,30000000.0,2.0,0.0,2612,0,7.3
2007.0,Hong Kong,113.0,R,40000000.0,2.0,31.0,6267,0,7.1
2005.0,France,112.0,R,25000000.0,0.0,44.0,2115,265,6.0
2013.0,South Korea,126.0,R,39200000.0,5.0,584.0,12286,58000,7.0
2011.0,France,90.0,PG,25000000.0,0.0,10.0,3243,0,6.8
2004.0,USA,93.0,R,41114212.86969768,10.0,23.0,5240,89,5.7
1994.0,USA,98.0,R,23000000.0,0.0,295.0,2630,15000,7.6
2009.0,USA,107.0,PG-13,39000000.0,1.0,124.0,568,13000,7.1
2007.0,USA,102.0,PG-13,41114212.86969768,1.0,36.0,1930,0,5.6
2001.0,USA,106.0,PG-13,38000000.0,2.0,357.0,45327,14000,6.7
2012.0,USA,87.0,PG,39000000.0,0.0,13000.0,4774,25000,7.0
2005.0,USA,119.0,PG-13,40000000.0,0.0,0.0,2853,14000,8.0
2004.0,USA,110.0,PG-13,39000000.0,2.0,534.0,2972,177,5.3
1983.0,UK,125.0,PG,39000000.0,1.0,44.0,2329,0,4.9
2013.0,USA,113.0,PG-13,40000000.0,1.0,88.0,36009,12000,6.4
2008.0,China,150.0,R,553632000.0,4.0,610.0,2172,0,7.4
2002.0,USA,108.0,PG-13,38000000.0,1.0,72.0,4251,0,6.1
2009.0,USA,96.0,R,38000000.0,2.0,126.0,22436,9000,6.5
1996.0,USA,93.0,PG,39000000.0,2.0,36.0,2176,478,5.7
2002.0,USA,100.0,PG,38000000.0,1.0,0.0,18291,478,5.1
1994.0,USA,118.0,PG,35000000.0,0.0,18.0,6427,0,6.6
2013.0,Hong Kong,122.0,PG-13,38600000.0,1.0,0.0,943,13000,6.5
2011.0,USA,120.0,PG-13,38000000.0,1.0,508.0,36062,33000,6.9
1999.0,USA,146.0,R,38000000.0,0.0,278.0,20516,0,7.6
2002.0,USA,115.0,PG-13,38000000.0,1.0,150.0,3770,0,5.6
2001.0,USA,123.0,PG-13,35000000.0,3.0,7.0,2912,989,6.2
2015.0,USA,94.0,PG,30000000.0,1.0,99.0,3552,8000,4.4
2001.0,USA,102.0,R,38000000.0,0.0,43.0,1440,689,5.6
2001.0,USA,98.0,PG,38000000.0,1.0,11.0,2765,168,5.5
1999.0,Spain,133.0,R,38000000.0,1.0,2000.0,42344,0,6.7
1996.0,USA,118.0,R,38000000.0,0.0,150.0,24547,352,6.1
2001.0,USA,105.0,R,57000000.0,0.0,65.0,1265,0,6.2
2009.0,USA,109.0,R,10000000.0,0.0,304.0,3277,12000,7.3
1996.0,USA,129.0,PG-13,38000000.0,4.0,0.0,16237,911,6.6
1982.0,USA,109.0,R,15000000.0,0.0,0.0,1757,23000,8.2
2013.0,USA,127.0,R,38000000.0,0.0,123.0,17551,39000,6.4
1997.0,USA,118.0,R,37000000.0,1.0,11.0,74,389,6.4
2001.0,USA,110.0,PG-13,38000000.0,2.0,49.0,2120,474,5.2
2008.0,USA,90.0,PG,55000000.0,0.0,27.0,15494,0,6.5
2012.0,USA,144.0,R,32000000.0,31.0,0.0,427,27000,7.1
2007.0,Italy,97.0,R,38000000.0,2.0,2.0,4900,366,4.8
2008.0,USA,130.0,PG,40000000.0,0.0,39.0,5162,0,7.3
2016.0,USA,112.0,PG-13,38000000.0,0.0,5.0,19974,14000,5.2
2015.0,USA,133.0,PG-13,35000000.0,1.0,0.0,15106,70000,7.7
2010.0,USA,150.0,R,37000000.0,7.0,0.0,14296,29000,7.6
2012.0,USA,110.0,PG-13,40000000.0,12.0,52.0,13396,14000,5.7
2008.0,USA,96.0,R,37000000.0,0.0,1000.0,36093,0,7.0
2008.0,USA,96.0,PG,37000000.0,3.0,3.0,18178,0,6.0
2013.0,UK,123.0,R,38000000.0,0.0,2000.0,37206,83000,8.1
1999.0,USA,188.0,R,37000000.0,1.0,0.0,1906,13000,8.0
2010.0,USA,107.0,R,37000000.0,2.0,0.0,14483,0,5.6
2016.0,USA,110.0,R,38000000.0,4.0,11.0,4882,15000,6.1
2011.0,USA,113.0,PG,37000000.0,5.0,188.0,14209,0,6.9
2008.0,USA,122.0,PG-13,37000000.0,1.0,308.0,44060,19000,5.2
2002.0,USA,116.0,PG-13,36000000.0,1.0,415.0,20970,0,7.0
1999.0,USA,93.0,PG-13,65000000.0,1.0,10.0,2986,0,6.3
2013.0,USA,118.0,R,37000000.0,4.0,43.0,3425,35000,7.0
1997.0,USA,93.0,R,36000000.0,0.0,84.0,1874,0,6.9
1983.0,UK,121.0,PG,36000000.0,3.0,883.0,762,0,6.2
2010.0,USA,101.0,R,36000000.0,8.0,38.0,1272,12000,6.4
2014.0,USA,107.0,PG,36000000.0,0.0,188.0,13904,0,6.4
2000.0,USA,124.0,R,34000000.0,0.0,287.0,10838,852,5.7
2003.0,USA,109.0,R,36000000.0,0.0,473.0,16611,0,6.1
2015.0,USA,105.0,PG-13,37000000.0,1.0,488.0,44037,11000,5.4
1996.0,USA,130.0,PG-13,36000000.0,0.0,0.0,3968,591,6.7
1999.0,USA,127.0,PG-13,36000000.0,1.0,96.0,2393,846,6.8
2011.0,USA,114.0,PG-13,37000000.0,1.0,101.0,19904,23000,6.0
1997.0,USA,106.0,PG-13,36000000.0,2.0,487.0,1942,17000,7.8
2000.0,USA,95.0,R,36000000.0,0.0,31.0,2928,133,5.3
2008.0,USA,81.0,G,37000000.0,0.0,16.0,2268,279,4.5
2003.0,USA,95.0,PG-13,35200000.0,1.0,0.0,4537,638,5.4
2009.0,USA,108.0,R,35000000.0,3.0,480.0,17623,24000,7.8
2015.0,Hong Kong,105.0,PG-13,36000000.0,0.0,25.0,615,12000,7.2
1999.0,USA,95.0,PG-13,33000000.0,1.0,116.0,47203,0,6.6
1989.0,USA,126.0,PG-13,35000000.0,0.0,13000.0,2725,12000,7.6
2011.0,Spain,102.0,PG-13,36000000.0,0.0,596.0,3497,2000,5.9
1992.0,USA,121.0,R,35000000.0,2.0,503.0,1446,0,6.7
2009.0,USA,129.0,PG-13,29000000.0,0.0,102.0,3389,38000,7.7
2001.0,USA,88.0,PG,35000000.0,0.0,0.0,4499,0,5.4
2011.0,USA,106.0,R,35000000.0,5.0,91.0,18669,31000,6.9
2010.0,USA,110.0,PG-13,38000000.0,0.0,1000.0,25964,36000,7.7
2006.0,USA,109.0,PG-13,35000000.0,0.0,64.0,23923,0,6.8
2013.0,USA,120.0,R,35000000.0,2.0,91.0,5826,17000,5.7
1991.0,USA,128.0,R,35000000.0,0.0,17000.0,24006,0,7.3
2008.0,USA,123.0,PG-13,35000000.0,2.0,126.0,25661,0,6.8
2015.0,Japan,129.0,R,35000000.0,1.0,0.0,1450,25000,6.3
2005.0,USA,105.0,PG-13,35000000.0,2.0,8.0,2689,919,5.9
1996.0,USA,162.0,R,27000000.0,0.0,333.0,15912,0,7.4
1997.0,USA,138.0,R,35000000.0,2.0,161.0,19129,11000,8.3
2005.0,USA,100.0,PG,35000000.0,3.0,31.0,2968,0,6.2
1997.0,USA,90.0,PG-13,35000000.0,0.0,0.0,23504,0,6.3
1995.0,USA,108.0,R,35000000.0,0.0,79.0,1715,0,5.8
1984.0,USA,101.0,X,1800000.0,1.0,0.0,42918,10000,7.5
2000.0,USA,109.0,R,33000000.0,1.0,763.0,2474,0,6.3
1998.0,USA,132.0,PG-13,35000000.0,1.0,130.0,29265,0,6.4
2010.0,USA,123.0,PG,35000000.0,0.0,130.0,2259,0,7.2
2007.0,Hong Kong,87.0,PG,34000000.0,0.0,14.0,16571,0,6.3
2003.0,USA,109.0,PG,35000000.0,1.0,19.0,4231,0,6.9
2011.0,USA,109.0,R,35000000.0,2.0,87.0,20956,41000,6.6
2016.0,USA,92.0,R,35000000.0,0.0,89.0,17860,0,6.0
2013.0,USA,125.0,PG-13,35000000.0,2.0,102.0,19809,39000,7.5
1992.0,USA,202.0,PG-13,33000000.0,0.0,0.0,20143,0,7.7
2012.0,USA,134.0,R,35000000.0,2.0,0.0,1050,18000,6.2
2009.0,USA,88.0,PG,35000000.0,2.0,12.0,53370,0,5.4
2009.0,USA,92.0,R,35000000.0,1.0,148.0,2184,0,6.6
2007.0,USA,91.0,PG-13,35000000.0,3.0,42.0,52566,913,5.3
2006.0,USA,75.0,PG-13,33000000.0,2.0,221.0,13125,0,5.6
2005.0,USA,98.0,PG-13,30000000.0,2.0,30.0,4879,0,5.9
1997.0,USA,147.0,R,35000000.0,2.0,179.0,56014,0,7.8
2002.0,UK,100.0,R,33000000.0,0.0,545.0,17902,0,6.7
1982.0,USA,120.0,PG,10700000.0,0.0,365.0,3876,11000,7.4
2004.0,USA,104.0,R,35000000.0,1.0,1000.0,41701,0,6.2
2008.0,Canada,103.0,PG-13,35000000.0,1.0,212.0,16249,0,5.4
2011.0,USA,109.0,PG-13,40000000.0,2.0,487.0,34011,52000,6.7
2010.0,USA,104.0,PG-13,35000000.0,0.0,16.0,3356,0,5.3
2011.0,USA,112.0,PG-13,35000000.0,4.0,42.0,2371,13000,5.9
2001.0,USA,95.0,PG-13,50000000.0,1.0,19.0,2643,0,4.8
1994.0,Japan,102.0,PG-13,35000000.0,1.0,133.0,5443,0,3.8
2002.0,France,150.0,R,35000000.0,0.0,2000.0,1075,21000,8.5
2006.0,USA,101.0,PG,30000000.0,0.0,308.0,966,0,6.8
2005.0,Australia,108.0,R,30000000.0,0.0,174.0,2178,0,5.3
2004.0,USA,98.0,R,27000000.0,2.0,0.0,28027,12000,7.3
2011.0,USA,137.0,R,35000000.0,0.0,16000.0,36258,16000,6.6
2008.0,USA,112.0,R,35000000.0,0.0,192.0,3185,5000,6.2
2002.0,USA,101.0,R,35000000.0,2.0,48.0,3001,0,5.2
1990.0,USA,103.0,R,35000000.0,0.0,81.0,4722,0,6.2
2008.0,USA,101.0,R,35000000.0,1.0,40.0,3612,0,6.2
1999.0,USA,112.0,PG-13,35000000.0,0.0,37.0,5709,0,6.6
1980.0,UK,111.0,PG,20000000.0,1.0,24.0,2603,12000,6.4
2004.0,USA,102.0,PG-13,35000000.0,5.0,0.0,3592,0,6.2
2012.0,USA,101.0,PG-13,35000000.0,0.0,357.0,2471,11000,5.1
1997.0,USA,155.0,R,30000000.0,2.0,16000.0,19689,0,6.6
2015.0,USA,93.0,R,19000000.0,1.0,8.0,24154,0,6.1
2010.0,UK,109.0,PG,35000000.0,5.0,24.0,855,0,6.1
1992.0,USA,140.0,R,35000000.0,2.0,0.0,1394,949,6.6
2008.0,USA,108.0,PG-13,30000000.0,0.0,251.0,2351,0,5.9
2004.0,USA,96.0,PG,35000000.0,1.0,13.0,17292,0,6.3
2015.0,UK,123.0,PG-13,35000000.0,0.0,15.0,13371,23000,7.1
2011.0,USA,106.0,PG-13,35000000.0,1.0,309.0,561,13000,5.0
2005.0,UK,76.0,G,35000000.0,0.0,2.0,1908,538,5.6
2000.0,USA,107.0,R,55000000.0,5.0,161.0,22974,0,7.4
2008.0,USA,82.0,PG-13,35000000.0,6.0,82.0,3266,0,4.5
2013.0,USA,109.0,R,35000000.0,3.0,90.0,2073,0,6.2
2005.0,USA,99.0,PG-13,35000000.0,0.0,0.0,2535,0,5.0
2012.0,USA,91.0,PG-13,35000000.0,0.0,192.0,24669,20000,6.5
2015.0,USA,87.0,PG-13,35000000.0,2.0,98.0,1679,0,5.1
2002.0,UK,125.0,PG-13,35000000.0,2.0,159.0,3142,0,6.5
2013.0,USA,118.0,R,35000000.0,0.0,138.0,28479,17000,6.2
2004.0,UK,98.0,PG-13,31000000.0,1.0,12.0,9330,0,6.3
2010.0,USA,92.0,PG,35000000.0,1.0,16.0,6327,0,3.8
2012.0,Australia,93.0,R,30000000.0,1.0,0.0,1361,0,5.2
1983.0,UK,116.0,PG,27000000.0,1.0,170.0,14744,0,6.0
